Gene,L1 larvae01,L1 larvae02,L2 larvae01,L2 larvae02,"L3 larvae, 12 hr post-molt01","L3 larvae, 12 hr post-molt02","L3 larvae, dark blue gut PS(1-2)01","L3 larvae, dark blue gut PS(1-2)02","L3 larvae, light blue gut PS(3-6)01","L3 larvae, light blue gut PS(3-6)02","L3 larvae, clear gut PS (7-9)01","L3 larvae, clear gut PS (7-9)02"
milt,39.7252,41.3548,29.555,30.6442,33.7293,34.9135,26.5563,27.4578,38.3,39.8716,33.5181,34.8214
CG13779,42.4179,48.7294,106.957,122.935,61.8876,71.0385,117.512,134.824,212.983,244.503,331.514,380.507
CG4495,14.834,15.9211,17.4152,18.659,17.0361,18.2808,16.822,18.0261,19.7989,21.2264,26.9676,28.8269
CG13784,27.36,26.7332,31.1747,30.8148,31.91,31.6719,23.2064,22.4205,38.6858,38.1185,56.6326,56.076
Ndae1,37.6656,35.0868,25.7107,23.6579,27.4178,26.7999,22.923,23.1029,30.2311,30.5747,21.5329,21.0195
CG5177,297.714,405.172,475.344,632.983,566.971,765.948,524.751,712.837,534.501,727.519,672.604,901.36
CG15818,10.9931,10.9816,34.2688,34.2506,22.962,22.962,58.3392,58.28,124.485,124.396,320.705,320.19
CG5261,172.029,175.555,185.495,189.273,190.303,193.834,73.3618,74.7185,50.6223,51.5227,36.7593,37.5259
CG5958,251.048,218.63,287.761,256.373,229.995,211.877,339.56,312.724,365.042,332.842,436.454,390.394
Pbprp5,102.772,102.772,39.3842,39.3842,22.5564,22.5564,20.1957,20.1957,17.9961,17.9961,12.1147,12.1147
LanB1,75.7378,76.0961,90.8379,91.259,46.6976,46.9248,27.8415,27.9465,45.754,45.9306,48.1878,48.4218
Rack1,3028.38,3051.66,2500.05,2519.43,2234.28,2251.08,1550.43,1562.17,1549.6,1561.5,1403.45,1414.77
pes,16.0146,15.7043,14.2213,13.5928,11.7739,11.2595,15.9736,15.513,21.2478,20.3854,27.8245,26.5546
CG7224,28.0115,38.1099,21.8113,26.5039,69.682,93.1823,242.678,330.857,213.544,296.095,133.581,187.291
baf,33.104,45.1685,35.7768,48.6241,28.8532,39.2404,54.5465,74.2478,61.476,83.7711,81.283,110.685
Cka,50.9906,48.8991,26.3075,25.6988,23.5087,23.2705,20.1112,20.4239,43.2286,43.1913,49.0127,43.9245
RpL36A,1922.91,2828.49,1948.5,2758.83,1331.3,1960.25,1222.03,1798.94,1101.54,1621.48,1194.23,1752.56
poe,14.2296,14.3483,15.4171,15.5475,17.8897,18.0376,18.6509,18.8115,44.8997,45.2841,48.9713,49.3903
Mcr,22.9502,23.7637,14.4542,14.963,11.4715,11.8742,13.2134,13.67,26.219,27.1271,37.8334,39.169
Bsg,185.833,113.508,180.512,122.943,148.592,100.527,109.281,75.2855,221.834,146.698,324.429,229.843
CG12375,28.258,29.8817,32.2022,34.1042,32.5688,34.4975,33.9443,35.8803,28.2064,29.8849,25.6891,27.2753
CG8668,15.7778,14.0702,16.1279,15.1322,13.7113,12.682,15.213,13.5507,22.4295,20.607,31.5828,30.138
CG8552,23.2567,23.3919,30.0134,30.1391,26.5701,26.7844,15.2407,15.3488,20.6572,20.8187,19.6782,19.9145
CG8498,36.1066,49.3345,80.3814,108.715,49.6067,65.8238,52.5112,70.7654,57.0852,76.8106,85.2611,116.855
CG8475,25.9621,25.9747,24.1117,24.1214,22.3906,22.3945,27.8738,27.8784,33.6818,33.7108,42.8274,42.8579
Su(var)205,20.3017,25.9404,41.864,51.9566,33.4751,42.2817,60.6392,75.8866,77.8753,98.4787,102.088,129.603
CG8372,25.1319,26.2103,26.5215,27.5601,24.5206,25.1827,33.1019,34.6609,47.139,49.2993,61.2102,63.6242
CG8360,18.149,18.9662,16.2963,18.046,18.6543,19.7698,28.7464,32.8167,30.1233,34.2375,29.8595,32.7464
Snx6,24.0332,22.9333,26.4206,27.2258,23.6865,23.817,41.0914,41.6195,57.3557,58.7669,75.8631,79.6344
Pvr,11.6669,10.8626,13.5444,12.603,15.4969,13.7863,15.3919,14.446,22.3706,20.7835,29.5351,26.8258
CG8086,30.2083,19.2918,29.5416,19.5755,35.2185,23.0233,17.081,11.4287,18.0746,12.8357,13.1454,10.4209
CG7830,43.59,47.9336,102.604,112.417,71.4784,78.7608,61.4858,67.567,60.1095,65.9236,63.0326,69.2876
CG7787,14.6435,16.5106,16.8588,18.8532,10.667,12.0145,12.6897,14.2318,16.557,18.6531,22.882,25.757
CG14275,19.2009,18.7279,11.3381,11.4146,48.6614,48.7569,13.2463,13.1337,22.2716,22.2136,33.4443,34.1029
CG7627,18.4912,17.6889,17.3209,16.7225,10.396,10.0211,14.5475,14.0604,20.9905,20.1685,16.9166,15.9736
RpS13,2240.78,3402.52,2026.48,3076.48,1366.2,2074.17,1174.21,1782.99,1098.44,1667.98,1197.79,1818.46
CSN8,12.6242,16.9393,15.1774,20.3471,12.5239,16.7269,15.2167,20.3787,20.3729,27.2658,29.8675,40.0211
Pp2A-29B,91.2446,91.155,86.095,86.3952,71.9478,71.8599,86.5139,86.3753,111.523,111.452,127.633,128.083
CG17292,34.7916,35.0945,38.7958,40.3707,35.3213,36.8399,23.8897,24.6582,20.5688,21.3004,18.463,18.767
CG17293,21.9425,21.9389,19.4464,19.4438,15.47,15.4682,19.0458,19.0433,23.2984,23.2965,28.0462,28.0445
Aats-ala,68.427,71.7678,88.7293,93.0479,66.1359,69.3499,34.4876,36.1698,41.1988,43.1757,43.9751,46.0787
CG13393,68.8035,68.7885,134.206,134.147,78.3058,78.2139,73.6315,73.5096,71.7503,71.6266,94.1732,94.0311
Peritrophin-15b,82.7496,103.535,221.075,255.543,316.056,367.801,981.534,1134.53,770.324,881.009,542.289,615.218
Peritrophin-15a,283.404,375.163,545.741,720.394,1111.46,1467.87,2086.66,2755.95,1467.49,1940.28,604.279,797.286
emb,23.4589,24.3785,26.5651,27.5988,22.6169,23.4871,19.8017,20.5614,34.8488,36.19,45.7401,47.4942
Akap200,35.8216,34.1484,41.154,38.1386,29.8243,29.5261,91.0404,83.1924,238.25,211.157,391.529,359.736
fu12,29.8425,30.5903,23.0476,23.6236,20.2395,20.7243,15.436,15.7471,22.9685,21.5047,53.9618,54.773
CG13096,96.0769,100.906,48.2694,50.649,34.5242,36.19,20.9906,22.0698,26.5236,27.8893,28.79,30.1678
mRpL51,79.4266,79.7186,72.7968,73.3303,48.743,49.1418,17.9139,18.1672,19.2484,19.4636,19.8402,20.2967
Acer,23.0197,25.4232,31.7401,34.8207,45.7661,50.7294,22.1879,24.3697,15.0465,16.439,15.4908,16.609
CG17834,18.7957,19.2776,13.6749,13.7075,16.8964,15.6822,20.6395,21.0825,31.1612,31.2458,73.2906,73.8695
Glt,273.652,276.694,267.652,270.926,398.871,403.274,140.918,142.476,152.773,154.466,94.6863,95.7332
Hnf4,15.7928,15.848,12.8897,13.081,17.6312,17.8321,15.7717,15.8338,17.7714,17.8344,16.4939,16.4298
raw,19.2162,19.3482,13.2697,13.3045,12.8769,12.9462,11.3492,11.3826,23.1749,23.2652,53.824,54.275
CG9468,177.824,185.702,232.312,242.597,201.764,210.657,428.95,447.907,92.576,96.6704,12.275,12.8188
Tsp29Fa,83.6498,89.0896,95.8032,103.279,72.7131,77.8443,187.285,199.363,216.312,227.737,202.336,211.415
Tsp29Fb,209.974,218.798,201.503,210.007,165.452,172.673,282.635,294.518,225.852,235.839,186.325,194.587
CG9510,79.9858,87.9407,83.813,84.8744,163.146,163.072,144.886,140.799,90.5478,93.9448,38.4262,39.0865
alien,15.4006,16.508,25.48,27.7279,20.4401,22.2266,26.3619,28.6427,28.8999,31.5188,37.555,40.9828
CG9568,49.7979,61.7286,76.0726,93.9009,65.8655,80.8161,156.022,192.113,99.1693,122.27,44.9792,55.2618
CG9586,21.3905,24.4842,26.4053,29.7654,24.2825,27.0896,22.4135,25.1816,25.1921,28.5227,29.4062,33.1015
Ggamma30A,74.8908,63.5931,28.809,25.1981,12.7851,12.5854,19.7093,19.2967,26.1873,25.2415,37.3627,35.9813
Aldh,728.701,652.154,1179.73,1082.12,1129.02,1028.61,166.23,146.569,29.7608,26.118,15.7663,14.1032
numb,19.3163,16.6419,16.3481,14.3389,17.317,14.8857,11.3062,11.5164,29.0629,25.5035,51.0433,45.9757
Gdi,99.8299,113.692,147.286,165.116,115.423,130.573,160.007,178.63,195.933,226.632,234.998,253.667
jp,30.5175,30.1142,22.3225,23.8998,30.5356,30.583,17.3469,17.5902,25.7877,24.9051,22.7746,22.7893
CG4389,92.3863,92.6324,144.015,144.404,111.155,111.444,88.005,88.2344,89.1046,89.3485,96.0994,96.3516
Trx-2,353.377,472.156,459.506,593.513,319.107,390.183,185.958,217.374,125.975,149.079,158.628,189.15
Pka-C1,60.8887,60.8878,40.3694,44.0393,47.8997,48.0946,24.5863,24.7266,42.6878,44.003,32.8469,34.4411
hoip,533.134,682.321,218.509,278.151,121.806,155.307,52.1924,66.2944,56.9607,71.8836,60.9508,76.8809
pelo,27.5739,29.8703,22.4186,24.2685,18.6123,20.1437,13.4225,14.5253,15.8001,17.1117,18.0488,19.5433
CG4364,207.596,222.44,104.621,112.071,72.7786,77.9449,60.7488,65.0661,68.193,73.0713,74.5146,79.8136
zf30C,18.1258,17.6633,13.4755,13.1742,11.8454,11.6022,19.7282,19.2955,31.576,30.8652,37.9538,37.1176
und,199.882,190.649,121.358,115.793,94.0911,89.7751,79.156,75.5409,104.435,100.136,127.643,122.904
CG17633,272.195,272.194,512.253,512.253,695.932,695.932,2162.8,2162.8,836.047,836.047,265.768,265.768
IP3K1,17.2011,13.609,21.3897,17.4128,12.8606,11.3363,13.5483,13.5098,39.5953,24.6866,44.4652,23.1664
CG18854,49.3402,46.6224,74.3675,70.51,78.8008,74.0567,72.5336,66.3505,149.734,145.788,282.586,268.751
FKBP59,80.7449,83.9389,88.6754,92.0646,68.9025,71.4325,52.1705,54.1751,57.0362,59.1394,67.2019,69.6109
Uhg2,120.391,120.391,54.8428,54.8428,32.7307,32.7307,12.9955,12.9955,18.1097,18.1097,20.0938,20.0938
sop,4014.08,6228.89,2761.06,4284.69,2167.07,3362.25,1252.89,1944.16,1266.09,1964.42,1282.4,1989.84
CG13124,36.525,36.0591,31.2717,30.6578,44.6734,43.9487,39.6881,39.1409,29.7339,29.2365,25.1137,24.8241
Srp54,45.127,45.127,42.079,42.079,30.9569,30.9569,32.9575,32.9575,46.7355,46.7355,52.7515,52.7515
yip2,143,153.039,199.001,212.54,179.617,192.047,233.87,250.284,237.141,253.679,215.986,230.589
CG5885,179.123,228.221,349.304,445.235,272.079,346.059,141.304,179.713,119.865,152.875,133.417,170.899
CG4598,26.1194,31.0249,45.3,53.7662,44.8022,53.0997,43.4747,51.5681,35.8086,42.5105,33.0515,39.1264
CG4592,22.4258,23.2294,26.3587,26.5463,38.2614,38.6,24.5547,26.5646,16.1027,16.1793,13.7283,13.2567
CG31712,17.6694,17.4598,13.3133,13.1704,10.5119,10.3872,12.6043,12.4548,22.7487,22.4934,26.5226,26.2194
CG5853,63.6604,61.2813,59.9593,58.3232,40.7208,40.0116,54.5584,54.565,31.8371,31.6543,38.8541,38.0998
CG4658,27.0363,27.5673,25.0677,25.5296,25.9108,26.446,40.9547,42.5605,58.9914,60.1578,66.876,68.7471
CG5850,17.6347,16.9812,27.1849,26.2492,18.8382,18.0374,23.6723,22.6817,35.8057,34.9698,41.4116,40.4511
Dref,16.0673,16.0716,16.7912,16.8083,11.3975,11.4205,13.7764,13.7762,20.0757,20.0757,24.6649,24.6532
RpL13,1720.59,2853.57,1169.04,1937.88,1063.47,1762.51,723.565,1200.04,743.343,1232.75,722.18,1197.84
CG4747,72.9785,73.4326,77.2053,71.4068,43.4046,45.3209,42.2342,38.6378,58.7507,60.9208,76.6443,66.425
Trp1,40.3459,35.2973,96.9718,78.6745,54.7206,44.8872,42.9294,37.0055,52.8264,43.908,57.6523,49.5281
obst-B,34.8119,45.701,56.4089,74.1149,88.5111,116.228,34.5237,45.3622,26.388,34.6969,20.6065,27.0285
CG4839,20.3833,21.0353,18.566,18.8413,12.787,13.0625,10.6479,10.9705,11.8655,12.1888,11.7614,11.8645
RpL7,2655.6,3192.83,2178.98,2618.9,1759.79,2114.81,1336.36,1606.92,1281.21,1540.55,1291.88,1553.22
CG34159,18.1931,20.7084,23.0109,26.0072,18.2501,20.6474,31.8845,36.158,39.9574,45.2519,52.403,59.1356
CG5734,13.7875,13.7875,13.022,13.022,16.0346,16.0346,17.2941,17.2941,24.5543,24.5543,23.1889,23.1889
Pros35,63.6954,67.3316,144.458,152.636,105.181,110.944,145.488,153.761,234.353,247.581,296.869,312.902
eEF1delta,140.531,189.858,208.459,282.205,145.849,197.18,97.2056,131.185,81.5907,110.088,102.409,137.907
me31B,39.9546,39.8259,68.3807,68.9413,46.2966,46.1509,70.713,70.5184,86.9872,86.686,138.629,139.595
bsk,20.1415,21.1168,24.2419,25.1395,17.2077,18.391,20.5436,21.3726,23.8338,25.0065,36.277,38.0258
CG31717,11.4219,13.1256,16.1346,18.6769,20.9545,24.3752,36.1794,42.2456,57.2878,67.2385,110.924,126.835
CG5676,24.0054,21.5745,42.2657,37.9003,45.8078,41.0008,78.4887,70.2296,80.8367,72.4869,128.925,116.392
Rsf1,22.2306,22.2107,19.7856,19.6366,11.6588,11.5255,24.4694,24.2069,41.4947,41.1814,54.9203,53.7828
CG18619,19.4826,20.6812,11.4145,12.0861,10.5752,11.9482,43.28,46.587,57.1399,62.2984,75.7809,80.7339
CG5604,30.7453,31.3754,27.9942,28.5353,23.7215,24.1747,21.9157,22.3507,36.1147,36.8078,43.9075,44.7648
nmd,44.6378,50.6992,43.3324,49.4672,30.0395,34.3645,18.2927,21.33,18.1899,20.9588,20.3997,22.8749
CG5390,77.5164,80.1609,82.0601,84.8434,103.102,106.567,114.12,117.978,93.0431,96.1856,72.634,75.0747
CG4968,11.1437,12.4945,15.3097,17.1931,14.379,16.1101,23.6969,26.5808,30.397,34.0709,49.4457,55.358
CG5384,31.8943,34.4403,61.5936,66.2842,45.8864,49.2919,64.5267,69.376,121.907,131.34,187.507,201.661
CG4972,25.2382,25.2382,47.5521,47.5521,28.6018,28.602,19.3405,19.3404,24.173,24.1728,36.9803,36.9804
CG5381,22.1678,22.1742,25.3975,25.4168,27.5843,27.5948,24.7185,24.7185,17.8495,17.8595,21.3744,21.3943
RnrL,19.1516,19.5187,22.2361,22.6382,14.4441,14.7106,16.0873,16.3807,17.3916,17.7157,20.9538,21.355
CG5037,79.8806,83.4265,71.8161,75.1315,62.5334,65.2041,22.4389,23.3683,14.7201,15.3583,14.73,15.2968
SamDC,20.8658,23.0427,20.0984,22.5003,22.7244,25.4618,14.0447,15.2754,19.9925,22.6076,28.5384,31.5754
CG31715,11.2859,12.879,33.3365,38.0759,26.6487,30.3843,32.2714,36.8976,32.8286,37.5345,55.9983,63.9955
CG5045,39.3349,48.1973,42.3583,51.103,36.052,43.4933,37.0854,44.914,40.8562,49.957,39.8103,47.4847
CG5366,19.9205,20.1739,18.9123,19.1528,17.624,17.8363,20.2594,20.5171,29.7502,30.1286,33.4365,33.849
CG33303,40.8784,41.9906,81.8567,83.9859,55.6791,57.1187,46.0987,47.3061,50.3866,51.7082,52.5993,53.945
CG5096,26.769,26.7523,47.4727,47.3919,33.3696,33.3589,67.0783,67.0415,51.4718,51.3164,49.6406,49.4232
mRpS7,39.0823,49.1615,57.0498,71.5041,38.3512,48.1898,18.5359,23.2857,19.4468,24.477,20.2532,25.5137
da,19.955,21.1011,12.334,12.9604,11.5973,12.234,14.0806,14.7351,26.6725,28.1122,31.2577,32.7342
CG5362,399.263,398.485,469.189,468.101,727.288,724.36,763.229,765.635,547.352,548.187,425.728,426.38
CG31716,23.3695,23.163,21.5197,21.2807,19.8871,19.7317,23.379,23.0798,37.7975,37.3386,55.0333,54.3968
CG17768,15.7697,15.7697,17.9123,17.9123,12.1944,12.1944,13.5399,13.5399,15.4341,15.4341,19.5001,19.5001
RpS27A,3320.82,3320.82,2997.45,2997.45,2189.24,2189.24,2044.24,2044.24,1848.69,1848.69,2126.77,2126.77
Ip259,317.239,317.239,189.533,189.533,130.768,130.768,150.877,150.877,140.533,140.533,178.774,178.774
CG5355,31.7121,31.94,60.2368,60.6756,52.4006,52.7794,58.6626,59.1045,77.2607,77.8147,101.617,102.359
CG5168,35.3237,32.9918,45.4273,40.3592,42.1196,37.9968,78.7396,69.4666,88.0108,79.7958,108.042,96.224
SmB,47.9993,47.9904,48.6328,48.6355,36.7801,36.7801,32.5277,32.5277,41.153,41.1639,47.0832,47.0832
KdelR,101.622,116.154,156.181,177.459,123.168,137.998,122.138,137.724,120.001,134.423,126.693,137.741
CG5343,14.1305,15.9422,14.3743,16.3755,10.8802,12.3201,16.4242,18.6189,25.3151,28.707,31.0563,35.1546
TfIIB,14.409,15.8087,14.2147,15.7164,13.0007,14.1678,17.348,18.8017,25.343,27.866,30.929,32.7335
CG6206,44.6499,45.5378,115.287,117.58,124.887,127.375,172.768,176.205,131.087,133.687,101.347,103.346
CG7456,10.7174,11.0629,18.3932,18.9854,15.3176,15.8015,16.2518,16.7569,17.5967,18.166,19.4042,20.0201
Myo31DF,36.9646,34.6674,39.0966,36.9463,31.1987,29.5816,31.8192,30.0842,25.9537,24.7725,34.3802,32.4993
CG6094,27.0598,35.2027,32.6941,42.6108,24.6014,32.0337,11.1725,14.4108,11.4696,14.6124,10.5832,13.2986
Fatp,30.2995,31.2831,28.9048,29.6723,48.1727,49.5964,26.2914,27.0672,20.5805,21.1909,18.0695,18.8058
CG17107,76.7023,76.7023,24.4421,24.4421,284.349,284.349,862.031,862.031,317.325,317.325,56.5254,56.5254
CG7299,1089.84,1089.84,2803.91,2803.91,1671.16,1671.16,262.935,262.935,45.2102,45.2102,12.2952,12.2952
CG7296,245.352,245.352,240.741,240.741,818.979,818.979,391.46,391.46,183.94,183.94,26.8934,26.8934
CG7294,72.4409,72.4409,44.3428,44.3428,96.6102,96.6102,150.689,150.689,239.851,239.851,86.5187,86.5187
CG7300,13.5635,15.5115,32.6307,38.458,11.1414,12.5279,48.9759,56.9868,34.7492,39.8636,11.0632,13.2487
CG6415,78.5893,87.2035,66.2946,73.534,145.547,161.345,58.0419,64.4225,35.9719,39.6825,10.212,11.2236
CG6750,49.1199,51.3535,75.9032,79.0732,51.3219,53.542,31.436,32.7603,41.5116,43.399,46.4901,48.5767
Nup107,29.6941,30.0316,27.8249,28.1356,21.1232,21.355,13.1359,13.32,17.674,17.9042,16.8042,16.9922
UbcD2,11.3372,13.0782,14.5456,15.3315,15.0246,16.1075,22.718,23.9635,42.4948,44.961,48.9675,51.447
CG6724,84.0567,85.2965,39.3479,39.9662,25.4906,25.9255,10.2378,10.3925,12.0314,12.2357,13.0442,13.2662
CG6700,18.7844,16.9628,11.2396,10.7827,11.2862,10.6476,12.7025,11.7728,25.2891,23.4249,33.6724,33.2614
porin,1003.09,1075.65,1116.83,1204.34,939.362,1020.06,331.213,363.212,234.371,256.261,249.938,271.401
Stam,12.5712,12.7419,11.3698,11.5242,11.9902,12.153,24.8422,25.171,64.3015,65.144,106.793,108.201
CG33129,41.2036,40.3845,139.413,141.108,111.548,112.893,92.3329,91.3491,100.839,102.07,113.662,114.966
CG16743,125.201,124.772,66.0481,65.7144,103.696,103.363,66.3554,66.088,52.8147,52.516,18.358,18.338
l(2)06225,344.933,392.831,417.348,475.19,371.674,422.598,217.861,247.877,121.717,138.429,112.519,128.148
SCAR,23.9351,23.5626,16.2305,16.1169,14.233,14.0399,14.2169,14.1488,24.6059,23.9522,28.3961,28.1681
RpL9,2988.32,3688.14,2309.79,2849.5,1889.01,2328.81,1566.47,1932.78,1381.7,1704.46,1568.61,1934.69
dUTPase,36.3606,43.7389,45.1091,54.752,34.65,41.7823,69.0262,73.8449,87.6863,94.3622,94.4776,101
Ge-1,14.0404,14.323,15.0721,15.4406,14.1337,14.4858,13.4067,13.7594,21.5814,22.1676,23.6195,24.2296
CG6230,20.3205,20.7751,32.1524,32.8655,21.5333,22.0046,18.5763,18.9931,26.264,26.8513,29.1057,29.7669
CG6287,51.0259,51.6542,151.079,153.927,134.229,137.893,86.1626,88.6923,140.77,143.761,235.76,240.126
CG31705,102.305,102.336,60.4086,60.4248,92.2301,92.2462,104.844,104.875,119.685,119.712,71.773,71.7923
CG12602,68.6934,69.2449,74.8479,76.2795,41.8605,42.7974,68.1655,69.3013,27.7497,28.5485,14.3015,14.5866
crol,57.262,38.0874,29.1463,19.5449,29.6353,21.1865,28.1108,19.5136,68.1907,46.6631,74.4587,50.9917
CG14939,29.4043,29.6113,27.6749,27.8699,25.737,25.9039,19.4754,19.6201,29.1202,29.3245,32.8782,33.1071
CG6686,17.6233,16.9994,17.7313,17.2536,14.4423,14.1369,15.937,15.5452,20.616,20.1598,22.8198,21.9022
CG12264,41.9641,42.1013,41.7629,41.9,36.0658,36.1835,21.7777,21.8493,21.4492,21.5193,22.1716,22.2444
CG6746,60.8856,60.8851,157.712,157.711,89.0041,89.004,51.0972,51.0963,39.9234,39.9232,38.6753,38.6746
l(2)01810,91.6671,92.9901,87.5107,88.7737,54.5557,55.3431,62.0058,62.9007,27.2716,27.6653,54.5408,55.328
Tom70,37.5767,39.8694,34.1231,36.1232,19.1393,20.1607,11.2789,12.0058,18.4336,19.5438,22.9714,24.3882
CG6766,26.9012,28.9609,39.0715,41.9885,32.964,35.4417,35.0664,37.7318,31.9643,34.4061,33.8978,36.4569
CG6770,122.7,122.7,106.789,106.698,322.556,321.973,1100.38,1099.53,1661.97,1660.18,2431.25,2426.88
CG5317,153.06,153.06,75.6082,75.6082,52.823,52.823,44.4382,44.4382,51.5766,51.5766,61.7908,61.7908
CG5325,84.7888,95.6753,93.4407,119.076,83.0418,100.309,42.1665,50.146,32.8283,37.89,33.214,39.4178
Aats-thr,103.657,104.077,108.048,108.597,83.7517,84.1498,49.3942,49.7224,52.106,52.3922,50.9831,51.2199
Rab6,55.7539,55.7539,66.4141,66.4141,42.3597,42.3597,47.7296,47.7296,55.3682,55.3682,70.9953,70.9953
CG16996,65.9303,65.9303,33.608,33.608,48.431,48.431,99.8111,99.8111,53.4193,53.4193,26.0858,26.0858
CG17218,19.4987,20.482,13.0278,13.7463,13.5698,14.3246,15.7841,16.5934,24.263,25.3587,30.5937,32.1804
CG6579,128.265,137.715,31.4058,33.6913,45.5339,48.9067,55.4397,59.4579,50.8967,54.5605,22.9941,24.6357
vir-1,42.9815,47.3162,36.7805,39.8862,99.468,109.96,212.423,237.072,260.959,298.103,249.512,289.661
CG5446,20.2489,27.6962,21.5767,29.2813,17.5525,23.8191,40.481,54.8671,45.3467,61.4923,59.9787,80.6122
SC35,85.4147,76.4695,87.3171,82.6282,60.0591,58.4213,60.1973,61.7995,78.5995,72.7831,100.294,91.6996
Elf,95.7697,95.9554,97.0188,100.812,76.5238,75.218,38.9999,37.6275,55.0171,57.5859,68.9355,70.4433
Oatp33Ea,20.6839,21.5654,22.8079,23.7734,12.2008,12.711,17.4616,18.1798,14.107,14.7059,17.396,17.8578
bun,46.7776,48.6599,31.9173,32.6269,35.3578,36.6957,29.5031,29.7321,63.1725,65.3618,76.3478,86.9043
CG5525,190.318,197.536,152.678,158.372,119.515,123.959,68.4648,71.0049,82.2653,85.3599,96.5261,100.171
spict,18.1104,17.9278,15.3951,15.6075,18.0896,18.1127,32.2483,32.1765,32.7672,33.0849,35.2853,36.19
CG6180,78.9412,76.5329,158.931,155.075,145.153,141.288,115.126,112.202,99.3586,96.7315,98.7598,96.2547
CG5787,12.9178,13.3069,13.9363,14.3538,12.4215,12.7925,12.8003,13.1963,21.5617,22.1611,23.4878,24.1717
CG5792,18.2466,18.8959,17.6438,18.2367,17.2373,18.1426,19.5423,20.3883,26.0678,27.1149,34.5312,35.992
MRP,34.0084,34.5114,31.5862,32.0872,30.6263,30.9983,13.8028,13.9965,19.6093,19.9332,23.0389,23.5385
Vha68-2,1275.16,1120.28,871.752,796.365,704.121,632.452,351.374,318.32,247.198,223.563,176.091,161.937
CG12404,24.4235,26.3378,37.4476,40.3735,28.9797,31.2512,28.6662,30.9131,33.2555,35.8622,37.3995,40.331
Vha68-1,67.891,67.9459,29.8145,29.8389,17.3989,17.4138,13.091,13.1039,16.255,16.2676,18.1406,18.1561
CG9934,15.4922,15.4723,17.32,17.2831,14.802,14.7648,24.3774,24.2842,67.9432,67.7523,131.331,130.871
A16,13.8557,14.6972,14.5742,15.4454,12.2677,12.9684,21.3594,22.6367,28.0276,29.686,30.8237,32.6681
CG5287,16.1066,16.1065,18.7995,18.7995,14.4932,14.4933,14.5644,14.5641,14.9432,14.9433,14.3292,14.3292
CG16974,42.6625,44.0352,45.1198,46.5645,40.6326,41.8944,28.3238,29.2334,37.8676,39.0605,46.711,48.179
Edem2,14.4962,14.7699,17.6448,17.9555,14.1321,14.428,14.7052,14.9701,21.9109,22.3263,24.4566,24.8777
Pect,64.5241,67.2055,61.3412,63.268,36.9414,38.8214,37.758,38.8307,58.5634,60.2825,78.4664,81.0632
CG6043,41.2117,37.8029,36.2512,33.7809,66.6705,62.2178,29.6268,27.6617,49.5408,46.084,37.9112,35.6927
CG31729,29.7221,30.6036,31.1463,32.0632,30.0054,30.8802,25.4965,26.2916,40.2517,41.4892,45.5014,46.8944
Nnp-1,56.7158,56.7158,30.8085,30.8085,20.0893,20.0893,10.2502,10.2502,13.6976,13.6976,16.1287,16.1287
CG6523,76.76,88.3558,80.7041,92.7585,69.6975,80.1641,51.2534,58.8764,51.0389,58.6831,61.4644,70.5908
Tap42,11.216,11.5602,13.0336,13.4336,12.0296,12.3988,13.0395,13.4397,16.154,16.6498,18.9147,19.4691
CG9306,198.444,210.398,194.75,205.732,187.596,198.829,90.5486,95.878,61.1208,64.7621,55.8266,59.1237
CG9302,12.3065,12.4918,26.7324,27.1855,16.2003,16.4598,15.85,16.1046,23.9007,24.3162,34.7163,35.2679
beta'Cop,56.3743,57.985,84.0732,86.4679,60.274,61.9962,50.0273,51.4486,51.6712,53.1403,49.6701,51.0836
RpL24,1493.09,1992.19,1260.04,1679.87,1054.84,1407.13,807.623,1077.31,773.639,1032.38,708.68,941.31
CG9267,12.0216,14.8543,20.5939,23.7205,21.1265,25.8385,19.2761,22.7243,19.2193,22.3106,22.2523,25.5488
ics,58.9179,65.334,52.4368,57.875,49.7365,54.4146,53.6858,59.2141,55.2561,60.802,57.5706,63.2592
CG18507,19.6526,19.2595,20.3083,20.5291,19.7066,19.8398,19.0295,19.3737,28.0628,28.289,41.9215,41.5858
CG9008,31.2186,26.3326,19.5376,16.5569,20.7103,17.0012,13.4838,11.5711,16.8042,14.6543,22.2553,19.1401
p38b,28.3095,28.7811,30.8518,31.279,23.9942,24.5523,17.0088,19.5694,19.3377,20.2056,21.5119,22.0839
